"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Note type","Note reason","Vulnerability URL"
"pcre","","8.44","CVE-2017-7246","Exact match (timestamp)","6.8","2017-03-23T21:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7246"
"pcre","","8.44","CVE-2017-7246","Exact match (timestamp)","6.8","2017-03-23T21:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7246"
"pcre","","8.44","CVE-2017-7245","Exact match (timestamp)","6.8","2017-03-23T21:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7245"
"pcre","","8.44","CVE-2017-7245","Exact match (timestamp)","6.8","2017-03-23T21:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7245"
"pcre","","8.44","CVE-2015-2325","Exact match (timestamp)","6.8","2020-01-14T17:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2325"
"pcre","","8.44","CVE-2015-2325","Exact match (timestamp)","6.8","2020-01-14T17:15:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2325"
"pcre","","8.44","CVE-2015-5073","Exact match (timestamp)","6.4","2016-12-13T16:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.1","AV:N/AC:L/Au:N:/C:P/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-5073"
"pcre","","8.44","CVE-2015-5073","Exact match (timestamp)","6.4","2016-12-13T16:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","9.1","AV:N/AC:L/Au:N:/C:P/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-5073"
"pcre","","8.44","CVE-2015-8382","Exact match (timestamp)","6.4","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8382"
"pcre","","8.44","CVE-2015-8382","Exact match (timestamp)","6.4","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8382"
"pcre","","8.44","CVE-2019-20454","Exact match (timestamp)","5.0","2020-02-14T14:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-20454"
"pcre","","8.44","CVE-2019-20454","Exact match (timestamp)","5.0","2020-02-14T14:15:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-20454"
"pcre","","8.44","CVE-2017-7186","Exact match (timestamp)","5.0","2017-03-20T00:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7186"
"pcre","","8.44","CVE-2017-7186","Exact match (timestamp)","5.0","2017-03-20T00:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7186"
"pcre","","8.44","CVE-2017-6004","Exact match (timestamp)","5.0","2017-02-16T11:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-6004"
"pcre","","8.44","CVE-2017-6004","Exact match (timestamp)","5.0","2017-02-16T11:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-6004"
"pcre","","8.44","CVE-2015-3217","Exact match (timestamp)","5.0","2016-12-13T16:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-3217"
"pcre","","8.44","CVE-2015-3217","Exact match (timestamp)","5.0","2016-12-13T16:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-3217"
"pcre","","8.44","CVE-2015-8393","Exact match (timestamp)","5.0","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8393"
"pcre","","8.44","CVE-2015-8393","Exact match (timestamp)","5.0","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:N/A:N","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8393"
"pcre","","8.44","CVE-2014-8964","Exact match (timestamp)","5.0","2014-12-16T18:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:N/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-8964"
"pcre","","8.44","CVE-2014-8964","Exact match (timestamp)","5.0","2014-12-16T18:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:N/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-8964"
"pcre","","8.44","CVE-2017-7244","Exact match (timestamp)","4.3","2017-03-23T21:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","5.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7244"
"pcre","","8.44","CVE-2017-7244","Exact match (timestamp)","4.3","2017-03-23T21:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","5.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-7244"
"pcre","","8.44","CVE-2015-2326","Exact match (timestamp)","4.3","2020-01-14T17:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","5.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2326"
"pcre","","8.44","CVE-2015-2326","Exact match (timestamp)","4.3","2020-01-14T17:15:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","5.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2326"
"pcre","","8.44","CVE-2017-16231","Exact match (timestamp)","2.1","2019-03-21T15:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","5.5","AV:L/AC:L/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-16231"
"pcre","","8.44","CVE-2017-16231","Exact match (timestamp)","2.1","2019-03-21T15:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","5.5","AV:L/AC:L/Au:N:/C:N/I:N/A:P","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-16231"
"poco","1.4.6","1.10.1-all","CVE-2016-10659","Exact match","9.3","2018-05-29T20:29:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","8.1","AV:N/AC:M/Au:N:/C:C/I:C/A:C","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-10659"
"poco","1.4.6","1.10.1-all","CVE-2017-1000472","Exact match","5.8","2018-01-03T20:29:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","6.5","AV:N/AC:M/Au:N:/C:N/I:P/A:P","AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-1000472"
"qt","5.2.0","5.14.2","CVE-2015-1290","Exact match","9.3","2018-01-09T16:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","8.8","AV:N/AC:M/Au:N:/C:C/I:C/A:C","AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-1290"
"qt","5.2.0","5.14.2","CVE-2020-12267","Exact match","7.5","2020-04-27T02:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-12267"
"qt","5.2.0","5.14.2","CVE-2018-19873","Exact match","7.5","2018-12-26T21:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-19873"
"qt","5.2.0","5.14.2","CVE-2017-10904","Exact match","7.5","2017-12-16T02:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-10904"
"qt","5.2.0","5.14.2","CVE-2018-19870","Exact match","6.8","2018-12-26T21:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","8.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-19870"
"qt","5.2.0","5.14.2","CVE-2017-10905","Exact match","6.8","2017-12-16T02:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","5.3","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-10905"
"qt","5.2.0","5.14.2","CVE-2015-1860","Exact match","6.8","2015-05-12T19:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:M/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-1860"
"qt","5.2.0","5.14.2","CVE-2015-1859","Exact match","6.8","2015-05-12T19:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:M/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-1859"
"qt","5.2.0","5.14.2","CVE-2015-1858","Exact match","6.8","2015-05-12T19:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:M/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-1858"
"qt","5.2.0","5.14.2","CVE-2018-21035","Exact match","5.0","2020-02-28T21:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-21035"
"qt","5.2.0","5.14.2","CVE-2017-15011","Exact match","5.0","2017-10-04T01:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-15011"
"qt","5.2.0","5.14.2","CVE-2015-9541","Exact match","5.0","2020-01-24T22:15:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-9541"
"qt","5.2.0","5.14.2","CVE-2015-0295","Exact match","5.0","2015-03-25T14:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:N/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-0295"
"qt","5.2.0","5.14.2","CVE-2018-19871","Exact match","4.3","2018-12-26T21:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","6.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-19871"
"qt","5.2.0","5.14.2","CVE-2018-19869","Exact match","4.3","2018-12-26T21:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","6.5","AV:N/AC:M/Au:N:/C:N/I:N/A:P","AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-19869"
"qt","5.2.0","5.14.2","CVE-2014-0190","Exact match","4.3","2014-05-08T14:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:M/Au:N:/C:N/I:N/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-0190"
"scintilla","","","CVE-2019-16294","Exact match (timestamp)","6.8","2019-09-14T16:15:00Z","2012-03-23T14:57:34Z","scilexer.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:scilexer.dll","da63b0c4c058cdd416e5d14b33fa3b3c8171ca4d","7.8","AV:N/AC:M/Au:N:/C:P/I:P/A:P","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-16294"
"xml_core_services","","","CVE-2016-0147","Exact match (timestamp)","9.3","2016-04-12T23:59:00Z","2003-04-18T16:46:22Z","msxml4.dll.246EB7AD_459A_4FA8_83D1_41A46D7634B7","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:msxml4.dll.246EB7AD_459A_4FA8_83D1_41A46D7634B7","1e7b38866279ae11c74d37da14d701995d6de689","8.8","AV:N/AC:M/Au:N:/C:C/I:C/A:C","AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-0147"
